city,city_development_index,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,relevent_experience_Has relevent experience,enrolled_university_Full time course,enrolled_university_no_enrollment,gender_Female,gender_Male,NEW1,NEW2
114,0.926,2,5,15,8,5,0,2.995732273553991,1.0,0,0,1,0,1,10,30
103,0.92,0,5,22,2,5,1,1.3862943611198906,0.0,1,0,1,0,1,0,0
103,0.92,2,5,19,3,2,5,2.3978952727983707,0.0,0,0,1,1,0,10,38
105,0.794,2,1,22,4,1,5,3.4011973816621555,0.0,1,0,1,0,1,2,44
102,0.804,0,5,14,4,4,2,3.871201010907891,0.0,1,0,1,1,0,0,0
21,0.624,0,5,8,8,3,0,3.58351893845611,0.0,0,1,0,0,1,0,0
103,0.92,1,4,4,8,3,1,4.394449154672439,0.0,0,1,0,0,1,4,4
41,0.8270000000000001,2,5,20,1,5,5,2.1972245773362196,0.0,1,0,1,0,1,10,40
103,0.92,1,4,12,8,3,3,2.0794415416798357,1.0,0,1,0,0,1,4,12
21,0.624,2,5,5,8,5,2,2.4849066497880004,1.0,1,0,1,0,1,10,10
21,0.624,0,5,10,1,5,5,4.543294782270004,0.0,0,1,0,1,0,0,0
59,0.775,0,5,3,8,3,3,2.4849066497880004,0.0,1,0,1,0,1,0,0
159,0.843,0,3,0,8,3,0,3.1354942159291497,1.0,0,1,0,0,1,0,0
36,0.893,2,5,13,1,5,1,3.9889840465642745,0.0,1,0,1,0,1,10,26
103,0.92,0,5,22,2,5,1,4.30406509320417,0.0,1,0,1,0,1,0,0
44,0.725,0,5,6,4,3,3,2.302585092994046,1.0,1,1,0,0,1,0,0
67,0.855,0,5,8,4,5,1,2.3978952727983707,1.0,1,1,0,0,1,0,0
16,0.91,0,5,22,2,5,2,3.295836866004329,0.0,1,0,1,0,1,0,0
71,0.884,4,4,11,2,5,1,3.9512437185814275,0.0,1,0,1,0,1,16,44
16,0.91,0,5,7,3,5,3,3.9318256327243257,1.0,1,0,1,0,1,0,0
103,0.92,2,0,4,8,3,1,1.791759469228055,1.0,0,0,1,0,1,0,8
103,0.92,0,5,2,8,3,1,4.02535169073515,1.0,0,0,1,1,0,0,0
21,0.624,0,5,9,0,5,3,4.3694478524670215,0.0,1,1,0,0,1,0,0
21,0.624,0,5,6,4,5,1,4.59511985013459,1.0,1,0,1,0,1,0,0
50,0.8959999999999999,0,5,7,8,5,5,3.5263605246161616,0.0,1,0,1,0,1,0,0
103,0.92,0,5,9,8,3,4,3.9318256327243257,1.0,1,0,1,0,1,0,0
114,0.926,1,4,6,8,3,1,5.204006687076795,0.0,0,0,1,0,1,4,6
16,0.91,0,5,22,3,5,5,4.1588830833596715,0.0,1,0,1,0,1,0,0
16,0.91,1,4,15,0,5,1,1.791759469228055,0.0,1,0,1,0,1,4,15
21,0.624,2,5,6,8,3,1,1.791759469228055,1.0,1,1,0,1,0,10,12
21,0.624,0,5,3,1,5,1,3.8066624897703196,1.0,1,1,0,0,1,0,0
103,0.92,0,3,16,0,5,5,2.0794415416798357,0.0,1,0,1,1,0,0,0
16,0.91,0,5,4,2,5,4,4.02535169073515,0.0,1,0,0,1,0,0,0
21,0.624,0,5,4,1,0,0,4.442651256490317,0.0,1,0,1,1,0,0,0
21,0.624,0,5,3,2,5,1,3.58351893845611,1.0,1,0,1,0,1,0,0
21,0.624,0,5,3,2,5,0,3.7612001156935624,0.0,1,0,1,0,1,0,0
116,0.743,3,5,13,8,3,1,3.1354942159291497,0.0,1,0,1,0,1,15,39
103,0.92,2,5,22,4,1,5,4.77912349311153,0.0,1,0,1,0,1,10,44
103,0.92,2,5,22,1,3,1,3.6375861597263857,0.0,1,0,1,0,1,10,44
103,0.92,2,5,15,1,1,1,4.948759890378168,0.0,1,0,1,0,1,10,30
103,0.92,0,4,9,4,5,4,1.3862943611198906,0.0,1,0,1,1,0,0,0
103,0.92,2,5,16,3,5,5,3.58351893845611,0.0,1,0,1,0,1,10,32
114,0.926,2,5,3,1,5,1,3.828641396489095,0.0,0,0,1,0,1,10,6
16,0.91,0,5,5,8,3,1,3.7612001156935624,1.0,0,1,0,0,1,0,0
97,0.925,2,5,9,4,5,5,3.1354942159291497,0.0,1,0,0,0,1,10,18
21,0.624,0,5,12,5,5,1,3.871201010907891,0.0,1,0,1,0,1,0,0
21,0.624,0,2,2,8,3,2,3.7612001156935624,1.0,0,0,1,0,1,0,0
16,0.91,0,5,4,3,5,1,4.804021044733257,0.0,0,1,0,0,1,0,0
150,0.698,0,5,14,2,4,1,3.5553480614894135,0.0,1,0,1,1,0,0,0
69,0.856,0,5,0,8,3,2,4.30406509320417,0.0,0,1,0,1,0,0,0
99,0.915,0,5,6,4,5,1,4.6443908991413725,0.0,1,0,1,0,1,0,0
71,0.884,2,5,22,0,5,4,5.723585101952381,0.0,1,0,1,0,1,10,44
19,0.682,0,5,13,8,3,5,4.653960350157523,0.0,1,0,1,0,1,0,0
16,0.91,2,5,15,3,5,3,3.5263605246161616,0.0,1,0,1,0,1,10,30
103,0.92,0,0,22,4,5,5,3.044522437723423,0.0,1,0,1,0,1,0,0
158,0.7659999999999999,0,5,6,0,0,2,4.356708826689592,0.0,1,0,1,0,1,0,0
103,0.92,0,5,22,6,4,2,3.970291913552122,0.0,1,0,1,0,1,0,0
136,0.897,0,5,6,6,4,3,3.6888794541139363,1.0,1,0,1,1,0,0,0
16,0.91,0,5,12,5,5,5,4.02535169073515,0.0,1,0,1,0,1,0,0
16,0.91,0,4,10,3,5,3,2.6390573296152584,0.0,1,0,1,0,1,0,0
160,0.92,1,4,1,8,5,1,4.406719247264253,0.0,0,0,1,0,1,4,1
100,0.887,1,4,8,7,0,2,3.9889840465642745,0.0,1,0,1,0,1,4,8
160,0.92,1,4,0,4,2,4,3.6888794541139363,0.0,0,0,1,1,0,4,0
103,0.92,2,5,10,7,2,1,3.828641396489095,0.0,1,1,0,0,1,10,20
16,0.91,0,5,8,8,3,1,3.970291913552122,1.0,0,1,0,0,0,0,0
99,0.915,0,5,22,5,3,1,2.995732273553991,0.0,1,0,1,0,1,0,0
123,0.738,2,5,8,3,5,2,3.5553480614894135,0.0,1,0,1,0,1,10,16
21,0.624,0,5,7,4,5,2,3.044522437723423,0.0,1,0,0,0,1,0,0
45,0.89,1,4,16,7,5,5,3.871201010907891,0.0,1,0,1,0,1,4,16
103,0.92,0,5,14,8,3,5,5.2574953720277815,0.0,1,0,1,0,1,0,0
39,0.898,0,5,4,8,3,0,5.075173815233827,0.0,1,0,1,0,1,0,0
160,0.92,0,5,22,3,5,5,1.791759469228055,0.0,1,0,1,0,1,0,0
103,0.92,0,5,5,8,3,2,4.727387818712341,1.0,0,1,0,0,1,0,0
136,0.897,2,5,22,3,5,5,3.4339872044851463,0.0,1,0,1,0,1,10,44
67,0.855,0,5,3,8,3,1,0.6931471805599453,0.0,1,1,0,1,0,0,0
75,0.939,2,5,15,3,5,5,3.9512437185814275,0.0,0,0,1,0,1,10,30
36,0.893,2,5,22,4,5,1,2.833213344056216,0.0,1,0,1,0,1,10,44
100,0.887,1,4,1,8,3,1,3.4339872044851463,0.0,0,1,0,1,0,4,1
36,0.893,2,5,4,1,2,1,4.477336814478207,0.0,0,0,1,0,1,10,8
103,0.92,0,5,7,2,4,1,4.007333185232471,0.0,1,0,1,1,0,0,0
103,0.92,0,4,20,8,3,5,4.07753744390572,0.0,0,0,1,1,0,0,0
28,0.939,1,4,3,3,5,3,3.58351893845611,0.0,0,1,0,0,1,4,3
41,0.8270000000000001,1,4,3,8,3,0,3.332204510175204,0.0,0,0,1,0,1,4,3
21,0.624,1,4,1,8,5,0,4.564348191467836,0.0,0,0,0,0,1,4,1
116,0.743,2,5,4,8,3,1,3.1354942159291497,1.0,1,0,1,1,0,10,8
19,0.682,0,5,10,0,1,1,3.1780538303479458,0.0,1,0,1,0,1,0,0
16,0.91,1,4,22,5,5,5,3.9889840465642745,1.0,1,0,1,0,1,4,22
67,0.855,2,5,18,0,5,5,4.1588830833596715,0.0,1,0,1,0,1,10,36
73,0.754,1,4,10,3,3,1,3.091042453358316,0.0,1,0,0,0,0,4,10
136,0.897,2,5,8,3,5,1,4.394449154672439,0.0,1,0,1,0,1,10,16
16,0.91,1,4,3,8,3,0,3.9318256327243257,0.0,0,1,0,0,1,4,3
103,0.92,0,5,15,8,3,1,4.912654885736052,0.0,1,0,1,0,1,0,0
12,0.64,0,0,8,4,3,1,1.791759469228055,0.0,1,0,1,0,1,0,0
61,0.913,2,5,4,8,3,1,3.1354942159291497,1.0,0,1,0,0,1,10,8
114,0.926,0,5,8,4,5,2,2.8903717578961645,0.0,1,0,1,1,0,0,0
21,0.624,2,5,5,4,5,2,4.672828834461906,0.0,1,0,1,0,1,10,10
136,0.897,2,5,22,4,2,5,3.258096538021482,0.0,1,0,1,0,1,10,44
21,0.624,0,5,14,5,5,1,3.332204510175204,1.0,1,0,1,1,0,0,0
103,0.92,1,4,8,1,5,1,5.62040086571715,0.0,1,1,0,0,1,4,8
75,0.939,0,5,9,1,5,3,3.5263605246161616,0.0,1,0,1,0,1,0,0
33,0.4479999999999999,0,5,8,8,3,5,4.30406509320417,0.0,1,0,1,0,1,0,0
103,0.92,0,4,5,2,5,1,3.9889840465642745,0.0,1,0,1,0,1,0,0
21,0.624,0,5,2,7,4,2,4.418840607796598,0.0,1,1,0,0,1,0,0
136,0.897,2,2,10,8,3,2,4.574710978503383,0.0,0,0,1,1,0,4,20
102,0.804,0,2,3,1,1,1,4.02535169073515,0.0,1,0,0,1,0,0,0
21,0.624,0,5,2,7,0,1,4.897839799950911,0.0,1,0,1,0,1,0,0
103,0.92,0,5,22,7,0,5,3.5263605246161616,0.0,1,0,1,0,1,0,0
115,0.789,0,5,17,8,3,5,3.6888794541139363,0.0,0,0,1,1,0,0,0
61,0.913,0,5,11,8,3,1,4.343805421853684,1.0,0,1,0,0,1,0,0
67,0.855,0,5,4,3,4,3,2.3978952727983707,1.0,1,0,1,0,1,0,0
136,0.897,0,5,5,8,3,0,3.8501476017100584,0.0,0,1,0,1,0,0,0
103,0.92,3,5,22,2,5,1,3.258096538021482,0.0,0,0,1,1,0,15,66
21,0.624,2,5,3,4,0,2,4.700480365792417,1.0,1,0,1,1,0,10,6
115,0.789,0,5,4,4,5,1,2.302585092994046,0.0,1,0,1,0,1,0,0
11,0.55,2,5,1,7,5,1,3.7376696182833684,0.0,0,1,0,1,0,10,2
114,0.926,0,5,22,3,5,5,3.7376696182833684,0.0,1,0,1,0,1,0,0
16,0.91,0,5,22,1,2,1,1.3862943611198906,0.0,1,0,1,1,0,0,0
103,0.92,0,5,15,0,5,1,1.9459101490553132,1.0,1,0,1,1,0,0,0
21,0.624,0,5,1,0,5,1,5.062595033026967,1.0,1,0,1,0,1,0,0
103,0.92,0,5,9,3,5,2,4.477336814478207,0.0,1,0,1,0,1,0,0
21,0.624,0,5,0,4,0,1,3.912023005428146,1.0,0,1,0,0,1,0,0
116,0.743,0,5,7,8,3,3,3.4965075614664802,1.0,0,1,0,0,1,0,0
21,0.624,2,5,0,4,5,1,3.258096538021482,1.0,1,0,1,0,1,10,0
75,0.939,2,5,22,2,5,5,4.51085950651685,0.0,1,0,1,1,0,10,44
114,0.926,1,4,11,4,5,5,3.258096538021482,1.0,1,0,1,0,1,4,11
83,0.923,2,5,7,1,5,1,2.302585092994046,0.0,0,0,1,1,0,10,14
21,0.624,0,5,11,8,3,1,4.465908118654584,1.0,0,1,0,0,1,0,0
19,0.682,0,5,12,5,4,1,2.9444389791664403,0.0,1,0,1,0,1,0,0
99,0.915,2,5,12,1,5,1,2.833213344056216,0.0,1,0,1,0,1,10,24
103,0.92,0,5,9,8,3,0,4.356708826689592,1.0,0,1,0,0,1,0,0
21,0.624,2,5,10,2,3,2,2.6390573296152584,0.0,1,0,1,0,1,10,20
128,0.527,1,4,0,8,3,0,0.6931471805599453,1.0,0,1,0,0,1,4,0
21,0.624,2,5,4,4,5,0,3.7376696182833684,0.0,1,1,0,1,0,10,8
97,0.925,2,5,14,7,5,1,4.927253685157205,0.0,1,0,1,0,1,10,28
97,0.925,2,5,15,8,3,2,3.9889840465642745,0.0,1,0,1,0,1,10,30
102,0.804,0,5,7,8,3,0,2.302585092994046,0.0,1,0,1,1,0,0,0
114,0.926,2,5,11,2,5,1,2.772588722239781,0.0,1,0,1,1,0,10,22
103,0.92,0,5,2,8,3,1,3.912023005428146,1.0,0,1,0,0,1,0,0
67,0.855,0,5,7,8,3,3,3.9512437185814275,1.0,1,0,1,0,1,0,0
103,0.92,0,5,3,4,5,1,2.772588722239781,0.0,1,0,1,0,1,0,0
131,0.68,0,5,7,8,3,1,4.1588830833596715,1.0,1,0,1,0,1,0,0
138,0.836,0,5,7,1,3,2,3.5553480614894135,0.0,1,0,1,1,0,0,0
21,0.624,0,5,10,2,5,1,5.375278407684165,1.0,1,0,1,0,1,0,0
16,0.91,2,5,10,5,5,5,3.912023005428146,0.0,1,0,1,0,1,10,20
103,0.92,0,5,4,8,3,1,2.6390573296152584,1.0,0,1,0,0,1,0,0
103,0.92,0,5,4,0,5,1,2.833213344056216,0.0,1,0,1,1,0,0,0
16,0.91,3,5,22,1,5,1,3.4339872044851463,0.0,1,0,1,0,1,15,66
16,0.91,0,5,9,4,5,1,5.327876168789581,0.0,0,0,1,1,0,0,0
10,0.895,2,5,3,8,3,2,4.653960350157523,0.0,0,1,0,0,0,10,6
118,0.722,0,5,22,8,3,5,3.58351893845611,0.0,1,0,1,1,0,0,0
149,0.6890000000000001,0,5,4,1,4,1,2.772588722239781,0.0,0,0,1,0,1,0,0
103,0.92,0,5,22,1,4,1,4.672828834461906,1.0,1,0,1,0,1,0,0
103,0.92,2,5,17,4,5,1,2.6390573296152584,0.0,1,0,1,0,1,10,34
103,0.92,0,5,17,3,5,5,5.093750200806762,0.0,1,0,1,0,1,0,0
103,0.92,2,5,16,4,1,4,3.9512437185814275,0.0,1,0,1,1,0,10,32
114,0.926,1,4,6,8,3,0,4.110873864173311,0.0,0,1,0,0,1,4,6
36,0.893,0,5,22,8,3,0,5.4116460518550396,0.0,1,0,0,0,1,0,0
114,0.926,1,4,1,1,4,1,3.044522437723423,0.0,0,1,0,1,0,4,1
61,0.913,0,2,1,7,2,1,3.2188758248682006,0.0,0,1,0,0,1,0,0
103,0.92,0,5,11,1,5,1,4.859812404361672,0.0,1,0,1,0,1,0,0
103,0.92,2,5,10,3,5,4,4.859812404361672,0.0,1,0,1,0,1,10,20
145,0.555,0,5,3,4,5,1,2.4849066497880004,1.0,0,0,0,0,0,0,0
21,0.624,1,4,5,8,5,0,3.970291913552122,0.0,0,1,0,0,1,4,5
103,0.92,0,5,22,4,5,5,5.0369526024136295,0.0,1,0,1,0,1,0,0
103,0.92,0,5,15,4,5,1,3.9512437185814275,0.0,1,0,1,0,1,0,0
16,0.91,0,5,7,6,4,5,4.02535169073515,1.0,1,0,1,0,1,0,0
103,0.92,0,5,14,1,4,2,4.653960350157523,0.0,1,0,0,1,0,0,0
57,0.866,0,5,8,8,3,0,4.709530201312334,0.0,0,1,0,0,1,0,0
149,0.6890000000000001,0,5,10,8,3,1,4.499809670330265,1.0,1,1,0,0,1,0,0
36,0.893,0,5,17,7,5,5,4.127134385045092,0.0,1,0,1,0,1,0,0
16,0.91,0,5,22,8,3,1,4.02535169073515,1.0,1,0,1,0,1,0,0
16,0.91,2,2,2,4,5,2,4.406719247264253,0.0,1,0,1,1,0,4,4
101,0.5579999999999999,0,5,7,1,2,1,4.912654885736052,0.0,1,0,1,0,1,0,0
21,0.624,0,5,4,6,5,4,3.9889840465642745,1.0,0,0,1,0,1,0,0
103,0.92,0,5,12,2,5,0,3.258096538021482,0.0,0,0,1,0,1,0,0
21,0.624,0,5,4,8,3,4,4.736198448394496,1.0,1,0,0,1,0,0,0
21,0.624,0,5,6,3,3,5,4.02535169073515,1.0,0,1,0,0,1,0,0
103,0.92,2,5,5,6,5,5,4.23410650459726,0.0,1,0,1,0,1,10,10
101,0.5579999999999999,0,5,2,8,5,0,3.828641396489095,0.0,0,1,0,1,0,0,0
104,0.924,0,5,22,8,5,1,4.836281906951478,0.0,1,0,1,0,1,0,0
114,0.926,0,5,13,1,5,1,3.871201010907891,0.0,1,0,1,1,0,0,0
21,0.624,2,5,4,4,1,1,5.356586274672012,1.0,1,0,1,1,0,10,8
27,0.848,0,4,3,4,5,0,3.4657359027997265,0.0,1,0,1,0,1,0,0
16,0.91,0,5,5,1,3,3,2.3978952727983707,0.0,1,0,1,0,1,0,0
114,0.926,2,5,14,5,5,3,3.58351893845611,0.0,0,0,1,1,0,10,28
61,0.913,2,5,22,1,5,5,4.59511985013459,0.0,1,0,1,0,1,10,44
116,0.743,2,5,1,0,3,1,0.6931471805599453,0.0,1,0,1,0,1,10,2
65,0.802,0,5,6,8,3,1,4.624972813284271,0.0,1,0,1,0,1,0,0
28,0.939,2,5,7,7,0,1,3.044522437723423,0.0,1,0,1,0,1,10,14
114,0.926,0,5,7,4,5,4,4.330733340286331,0.0,1,0,1,0,1,0,0
103,0.92,0,5,11,3,5,1,4.6443908991413725,0.0,1,0,1,0,1,0,0
16,0.91,2,5,15,4,4,3,3.4965075614664802,0.0,0,1,0,1,0,10,30
98,0.949,0,5,14,8,5,0,4.248495242049359,0.0,0,0,1,0,1,0,0
144,0.84,0,5,10,2,4,1,4.356708826689592,1.0,1,0,1,1,0,0,0
103,0.92,2,5,19,7,5,1,4.68213122712422,0.0,1,0,1,1,0,10,38
21,0.624,0,5,5,3,5,0,3.4011973816621555,1.0,1,0,1,0,1,0,0
103,0.92,2,5,14,4,5,1,4.31748811353631,0.0,1,0,1,0,1,10,28
103,0.92,3,5,22,8,3,3,3.7612001156935624,0.0,1,0,1,0,1,15,66
21,0.624,0,5,3,5,5,1,3.58351893845611,1.0,1,0,1,1,0,0,0
114,0.926,0,5,9,4,5,5,4.343805421853684,0.0,1,0,0,1,0,0,0
16,0.91,2,5,9,6,5,1,1.3862943611198906,0.0,1,0,1,0,1,10,18
103,0.92,0,5,15,1,5,5,1.9459101490553132,0.0,1,0,1,0,1,0,0
21,0.624,0,5,5,4,5,0,3.6888794541139363,0.0,1,1,0,0,1,0,0
83,0.923,0,5,9,7,0,2,3.8066624897703196,0.0,1,0,1,0,1,0,0
20,0.7959999999999999,0,5,8,3,5,2,3.9889840465642745,0.0,1,0,1,1,0,0,0
103,0.92,0,5,22,3,5,1,4.976733742420574,0.0,1,0,1,1,0,0,0
21,0.624,0,5,5,3,5,1,3.828641396489095,1.0,1,0,1,1,0,0,0
71,0.884,0,5,5,4,3,1,3.044522437723423,0.0,1,0,1,1,0,0,0
136,0.897,2,5,14,4,1,3,4.276666119016055,0.0,1,0,1,0,1,10,28
103,0.92,0,2,4,1,5,2,4.330733340286331,0.0,0,0,1,0,1,0,0
10,0.895,2,5,8,4,5,2,3.970291913552122,0.0,1,0,1,1,0,10,16
78,0.579,0,5,5,8,3,2,3.332204510175204,0.0,1,1,0,0,1,0,0
75,0.939,0,5,22,1,5,5,3.6635616461296463,0.0,1,0,1,0,1,0,0
103,0.92,2,5,7,8,3,2,2.9444389791664403,1.0,1,0,1,1,0,10,14
103,0.92,0,5,22,8,3,5,1.791759469228055,1.0,1,0,1,0,1,0,0
16,0.91,0,5,19,5,5,1,2.8903717578961645,0.0,1,0,1,0,1,0,0
40,0.7759999999999999,2,5,15,1,1,2,3.6635616461296463,0.0,1,1,0,1,0,10,30
100,0.887,2,5,15,8,4,4,3.1780538303479458,0.0,1,0,1,1,0,10,30
21,0.624,2,5,3,8,3,0,4.499809670330265,0.0,0,1,0,0,1,10,6
114,0.926,0,5,10,0,5,1,2.302585092994046,0.0,0,0,1,0,1,0,0
46,0.762,3,5,14,1,4,0,5.236441962829949,0.0,0,0,1,0,1,15,42
10,0.895,0,5,9,1,5,2,2.302585092994046,1.0,1,1,0,0,1,0,0
116,0.743,0,5,2,8,3,1,3.7612001156935624,1.0,0,0,1,1,0,0,0
36,0.893,0,5,10,8,3,0,3.367295829986474,0.0,0,1,0,0,1,0,0
11,0.55,0,5,3,8,5,0,4.02535169073515,1.0,1,1,0,0,1,0,0
21,0.624,2,5,16,6,5,1,4.477336814478207,0.0,1,0,1,0,1,10,32
114,0.926,0,5,16,4,3,2,2.5649493574615367,0.0,0,1,0,0,1,0,0
102,0.804,2,5,9,6,5,4,4.762173934797756,0.0,1,0,1,0,1,10,18
61,0.913,2,5,12,4,3,2,5.062595033026967,1.0,1,0,1,1,0,10,24
26,0.698,1,4,2,8,3,1,2.70805020110221,1.0,0,1,0,0,1,4,2
75,0.939,0,5,8,1,5,2,2.8903717578961645,0.0,1,0,1,0,1,0,0
116,0.743,1,4,4,7,0,1,2.6390573296152584,0.0,1,0,1,1,0,4,4
103,0.92,0,5,22,5,5,1,5.236441962829949,0.0,1,0,1,0,1,0,0
21,0.624,0,5,3,8,5,1,3.9512437185814275,1.0,1,0,1,0,1,0,0
16,0.91,0,2,22,4,5,2,2.8903717578961645,0.0,1,0,1,0,1,0,0
77,0.83,4,4,2,8,3,1,1.9459101490553132,0.0,0,0,1,0,1,16,8
114,0.926,0,5,11,0,5,4,4.30406509320417,0.0,1,0,1,0,1,0,0
160,0.92,0,5,9,8,3,5,3.091042453358316,1.0,1,0,1,0,1,0,0
21,0.624,0,5,0,3,5,1,2.4849066497880004,0.0,0,0,1,0,1,0,0
103,0.92,0,5,7,0,0,5,3.5553480614894135,0.0,1,0,1,0,1,0,0
114,0.926,0,3,10,8,3,0,4.6443908991413725,0.0,1,0,1,0,1,0,0
21,0.624,1,4,4,8,3,0,2.1972245773362196,1.0,0,1,0,0,1,4,4
114,0.926,2,5,22,1,5,1,4.727387818712341,0.0,1,0,1,0,1,10,44
16,0.91,0,5,22,3,5,5,2.772588722239781,0.0,1,0,1,0,1,0,0
21,0.624,2,5,11,8,3,5,3.970291913552122,0.0,1,0,1,1,0,10,22
103,0.92,0,5,22,2,5,3,4.700480365792417,0.0,1,0,1,0,1,0,0
104,0.924,0,4,5,8,3,1,3.912023005428146,0.0,0,1,0,1,0,0,0
23,0.899,0,5,8,4,1,0,4.700480365792417,0.0,1,0,1,1,0,0,0
103,0.92,0,5,22,1,5,2,1.791759469228055,0.0,1,0,1,0,1,0,0
157,0.769,2,5,9,0,5,1,4.454347296253507,0.0,1,0,1,0,1,10,18
61,0.913,4,4,1,8,3,0,5.075173815233827,0.0,0,0,1,1,0,16,4
103,0.92,0,5,22,7,5,4,1.3862943611198906,0.0,1,0,1,0,1,0,0
116,0.743,2,5,22,3,5,3,5.056245805348308,0.0,1,0,1,0,1,10,44
41,0.8270000000000001,0,5,8,8,3,3,4.477336814478207,1.0,0,1,0,1,0,0,0
103,0.92,0,5,9,3,5,1,5.123963979403259,0.0,1,0,1,0,1,0,0
103,0.92,0,5,22,8,3,5,3.367295829986474,0.0,1,0,1,0,1,0,0
136,0.897,0,5,3,6,5,1,3.4339872044851463,0.0,1,0,0,0,1,0,0
36,0.893,2,5,17,1,5,5,1.9459101490553132,0.0,1,0,1,0,1,10,34
40,0.7759999999999999,2,5,1,8,3,1,3.8918202981106265,1.0,0,0,1,1,0,10,2
16,0.91,1,4,8,8,3,0,4.1588830833596715,0.0,0,1,0,0,1,4,8
103,0.92,0,5,22,8,3,1,3.5263605246161616,1.0,1,0,1,0,1,0,0
138,0.836,0,5,11,2,5,1,4.394449154672439,0.0,1,0,1,0,1,0,0
75,0.939,0,5,9,7,0,1,4.736198448394496,0.0,1,0,0,0,1,0,0
104,0.924,0,5,4,4,5,1,4.060443010546419,0.0,1,0,1,1,0,0,0
104,0.924,2,5,22,4,5,1,3.5553480614894135,0.0,1,0,1,0,1,10,44
67,0.855,2,5,6,4,1,1,3.8066624897703196,0.0,1,0,1,1,0,10,12
173,0.878,2,5,0,8,3,5,4.248495242049359,0.0,1,0,1,0,1,10,0
21,0.624,2,5,2,8,3,0,2.6390573296152584,1.0,0,0,1,1,0,10,4
11,0.55,0,5,1,1,5,1,4.976733742420574,1.0,1,0,1,1,0,0,0
71,0.884,2,5,14,4,2,5,4.174387269895637,1.0,1,0,1,1,0,10,28
19,0.682,0,2,5,8,3,1,2.995732273553991,0.0,1,0,1,0,1,0,0
40,0.7759999999999999,2,5,1,0,5,0,2.9444389791664403,1.0,0,0,1,1,0,10,2
103,0.92,2,5,8,3,3,4,4.867534450455582,0.0,1,0,1,0,1,10,16
75,0.939,0,5,2,8,3,1,3.4657359027997265,1.0,1,0,1,0,1,0,0
114,0.926,0,5,5,0,1,1,2.9444389791664403,0.0,1,0,1,1,0,0,0
103,0.92,0,5,22,0,5,3,4.543294782270004,0.0,1,0,1,0,1,0,0
16,0.91,0,5,14,7,1,1,3.8066624897703196,0.0,1,0,1,0,1,0,0
114,0.926,3,5,2,3,5,0,3.8501476017100584,0.0,1,1,0,1,0,15,6
114,0.926,2,5,22,8,5,5,4.110873864173311,0.0,1,0,1,1,0,10,44
100,0.887,0,5,11,8,3,1,3.58351893845611,0.0,1,0,1,0,1,0,0
46,0.762,0,4,22,7,5,0,5.147494476813453,0.0,1,0,1,0,1,0,0
73,0.754,0,5,11,1,5,5,4.51085950651685,0.0,1,0,0,0,1,0,0
103,0.92,3,0,1,4,1,1,4.127134385045092,1.0,1,0,1,0,1,0,3
104,0.924,1,4,3,8,3,3,4.59511985013459,0.0,0,1,0,0,1,4,3
160,0.92,0,5,8,8,3,1,5.717027701406222,1.0,1,0,1,0,1,0,0
50,0.8959999999999999,2,1,22,0,5,5,5.123963979403259,0.0,1,0,1,0,1,2,44
102,0.804,0,5,12,4,5,1,4.3694478524670215,0.0,1,0,1,0,1,0,0
102,0.804,2,5,13,8,3,2,4.430816798843313,1.0,1,0,1,0,1,10,26
103,0.92,0,5,7,3,5,1,5.44673737166631,0.0,1,0,1,0,1,0,0
103,0.92,0,5,22,8,3,5,4.219507705176107,0.0,0,0,1,1,0,0,0
71,0.884,0,5,6,0,5,4,2.6390573296152584,0.0,1,0,1,0,1,0,0
21,0.624,2,5,2,1,5,2,5.003946305945459,0.0,1,0,1,0,1,10,4
21,0.624,0,5,10,1,5,1,2.5649493574615367,1.0,1,0,1,0,1,0,0
103,0.92,0,5,11,1,5,1,3.912023005428146,0.0,1,0,1,0,1,0,0
160,0.92,0,5,5,8,3,1,3.6109179126442243,0.0,1,1,0,0,1,0,0
16,0.91,0,5,8,3,5,5,1.9459101490553132,0.0,1,0,1,1,0,0,0
21,0.624,2,5,4,0,5,2,2.5649493574615367,1.0,1,0,1,0,1,10,8
50,0.8959999999999999,4,4,5,8,3,0,2.1972245773362196,0.0,0,0,1,1,0,16,20
103,0.92,0,5,17,8,3,1,4.343805421853684,0.0,1,0,0,0,1,0,0
160,0.92,0,5,22,0,5,1,4.007333185232471,0.0,1,0,1,0,1,0,0
103,0.92,0,5,22,1,5,5,4.04305126783455,0.0,1,0,1,0,1,0,0
13,0.8270000000000001,0,5,3,1,5,1,3.8501476017100584,0.0,1,0,1,1,0,0,0
2,0.7879999999999999,0,5,22,8,3,5,4.836281906951478,0.0,1,0,1,0,1,0,0
103,0.92,0,5,8,8,3,3,4.912654885736052,1.0,1,0,1,0,1,0,0
114,0.926,1,4,5,4,5,1,4.127134385045092,0.0,0,0,1,0,1,4,5
100,0.887,1,4,3,8,3,0,2.4849066497880004,0.0,0,0,1,0,1,4,3
77,0.83,4,4,8,8,5,0,2.302585092994046,0.0,0,1,0,0,1,16,32
21,0.624,0,5,11,0,5,5,4.6913478822291435,1.0,1,0,0,1,0,0,0
75,0.939,0,5,11,3,4,1,3.258096538021482,0.0,0,0,0,0,1,0,0
21,0.624,2,5,5,8,3,1,3.4339872044851463,0.0,1,1,0,1,0,10,10
